period_id,beam_id,target_id,visible_pulse_count,mean_range_m,mean_range_sample,mean_target_azimuth_deg,mean_beam_gain,mean_radial_velocity_mps,mean_target_amplitude,injected_sample_count
0,30,1,1,84850.3748297,4683.64620877,0,1,-49.8748361541,143113.52483,7136
