result_id,det_index,matched,matched_track_id,e,n,lat,lon,utc,range,direction
1,118,0,-1,660750.517748,4344514.959935,39.219422337462,118.861419114290,40205.839843750000,16602.058595394894,-88.017384767921
1,119,0,-1,660625.093813,4344902.489061,39.222932597551,118.859966864563,40205.839843750000,16251.168928577712,-87.302672065624
1,120,0,-1,660829.930235,4345760.885908,39.230629956962,118.862338609817,40205.839843750000,15367.507659261320,-87.349310304824
1,121,0,-1,661073.699289,4346859.144998,39.240466715080,118.865743090202,40205.839843750000,14242.513023462927,-87.345978026283
1,122,0,-1,660779.987960,4345842.269624,39.231371504539,118.861760341846,40205.839843750000,15299.071305619627,-87.099663475565
1,123,0,-1,660754.006975,4344533.466151,39.219588215461,118.861459515096,40205.839843750000,16583.226262772332,-88.014036267681
1,124,0,-1,660604.715865,4344919.936947,39.223093362585,118.859730913797,40205.839843750000,16238.610229321863,-87.219432550209
1,125,0,-1,660645.334221,4345304.974193,39.226550565184,118.860201222767,40205.839843750000,15854.104075625142,-87.056441184724
1,126,0,-1,660598.606100,4344788.320059,39.221910172169,118.859660170477,40205.839843750000,16368.376657258857,-87.299341494630
1,127,0,-1,660706.598375,4344975.190456,39.223571718189,118.860910583810,40205.839843750000,16162.557278506101,-87.529356652666
1,128,0,-1,660513.286566,4344614.640738,39.220363123041,118.858672278564,40205.839843750000,16555.325958220219,-87.142900280559
1,129,0,-1,660649.330181,4345325.027014,39.226741337455,118.860247490910,40205.839843750000,15832.467083684011,-87.053116590145
1,130,0,-1,660627.352400,4344755.478522,39.221609345420,118.859993016123,40205.839843750000,16394.188629783315,-87.422632385564
1,131,0,-1,660971.370900,4346108.676364,39.233721624465,118.864557888128,40205.839843750000,14988.249959084165,-87.776489972310
1,132,0,-1,661063.126319,4346563.729370,39.237810403982,118.865620630497,40205.839843750000,14522.856868283128,-87.753093159308
1,133,0,-1,660786.032575,4344515.009842,39.219416218668,118.861830330795,40205.968750000000,16594.386594828222,-88.161498344314
1,134,0,-1,660830.241515,4344849.099868,39.222414260237,118.862342214038,40205.968750000000,16259.541719088098,-88.074369036167
1,135,0,-1,661089.457830,4345002.384844,39.223745559002,118.865343608371,40205.968750000000,16057.889000590287,-88.867225078984
1,136,0,-1,661555.248230,4344532.758754,39.219433317764,118.870736864542,40206.093750000000,16437.440630456273,-90.806168935284
1,137,0,-1,661826.662629,4345531.487824,39.228380755232,118.873879494058,40206.093750000000,15408.707602898856,-91.212350039941
1,138,0,-1,661628.362813,4344817.670628,39.221983430063,118.871583437452,40206.093750000000,16145.811795311225,-90.901659248749
1,139,0,-1,661602.475907,4344841.587834,39.222203455200,118.871283700350,40206.093750000000,16126.274107584541,-90.799349845171
1,140,0,-1,661842.422084,4345512.839079,39.228210015725,118.874061968239,40206.093750000000,15424.767773344036,-91.280703158060
1,141,0,-1,661660.352256,4344941.895995,39.223095290424,118.871953834054,40206.093750000000,16018.112659740107,-90.946011082124
1,142,0,-1,661682.315589,4344958.222795,39.223238118171,118.872208141204,40206.093750000000,15998.572652459745,-91.014266870048
1,143,0,-1,661823.853870,4345381.475817,39.227031435360,118.873846972247,40206.093750000000,15557.428461991940,-91.287540177419
