result_id,track_id,state,matched_this_frame,matched_det_index,e,n,lat,lon,ve,vn,speed,heading,utc,range,direction,age,hit_count,miss_count,consecutive_hits,recent_hits,linearity,is_output
1,1,Tentative,1,0,650565.307375,4357121.975048,39.334750259670,118.746433157755,0.000000000000,0.000000000000,0.000000000000,0.000000000000,40205.582031250000,14097.755514606130,-24.859128328648,1,1,0,1,1,1.000000000000,0
1,2,Tentative,1,1,649314.602815,4353267.657455,39.300260656665,118.730849115822,0.000000000000,0.000000000000,0.000000000000,0.000000000000,40205.968750000000,16594.386594827709,-36.754905952260,1,1,0,1,1,1.000000000000,0
1,3,Tentative,1,2,649592.021739,4353462.101212,39.301973651070,118.734063568494,0.000000000000,0.000000000000,0.000000000000,0.000000000000,40205.968750000000,16259.541719088122,-36.587638034581,1,1,0,1,1,1.000000000000,0
1,4,Tentative,1,3,649938.934702,4353228.450195,39.299800061214,118.738083237712,0.000000000000,0.000000000000,0.000000000000,0.000000000000,40205.968750000000,16057.889000589934,-37.887409373256,1,1,0,1,1,1.000000000000,0
1,5,Tentative,1,4,649861.690288,4355020.511287,39.315951078760,118.737731453560,0.000000000000,0.000000000000,0.000000000000,0.000000000000,40206.093750000000,15408.707602899005,-31.792946836296,1,1,0,1,1,1.000000000000,0
1,6,Tentative,1,5,649859.976798,4354981.792898,39.315602978294,118.737711593224,0.000000000000,0.000000000000,0.000000000000,0.000000000000,40206.093750000000,15424.767773343712,-31.925322732600,1,1,0,1,1,1.000000000000,0
1,7,Tentative,1,6,649739.287839,4354926.453224,39.315125897977,118.736312737820,0.000000000000,0.000000000000,0.000000000000,0.000000000000,40206.093750000000,15557.428461992389,-31.946359715243,1,1,0,1,1,1.000000000000,0
1,8,Tentative,1,7,649762.510322,4354984.615299,39.315645237656,118.736581900054,0.000000000000,0.000000000000,0.000000000000,0.000000000000,40206.093750000000,15514.141187704034,-31.780900090147,1,1,0,1,1,1.000000000000,0
1,9,Tentative,1,8,651159.202183,4352418.585001,39.292301026454,118.752222341707,0.000000000000,0.000000000000,0.000000000000,0.000000000000,40206.351562500000,15439.431962704854,-42.644250224481,1,1,0,1,1,1.000000000000,0
1,10,Tentative,1,9,652081.957701,4352408.296572,39.292047002103,118.762914108163,0.000000000000,0.000000000000,0.000000000000,0.000000000000,40206.351562500000,14677.319780198670,-44.627631291521,1,1,0,1,1,1.000000000000,0
1,11,Tentative,1,10,651077.753275,4352497.073238,39.293021485049,118.751278606894,0.000000000000,0.000000000000,0.000000000000,0.000000000000,40206.351562500000,15465.266923347206,-42.234035893120,1,1,0,1,1,1.000000000000,0
1,12,Tentative,1,11,650758.365441,4352273.387955,39.291064335153,118.747577907291,0.000000000000,0.000000000000,0.000000000000,0.000000000000,40206.351562500000,15855.501609952476,-42.303912143423,1,1,0,1,1,1.000000000000,0
1,13,Tentative,1,12,650799.444255,4352242.631462,39.290780433753,118.748053882008,0.000000000000,0.000000000000,0.000000000000,0.000000000000,40206.351562500000,15837.354512566153,-42.478129778583,1,1,0,1,1,1.000000000000,0
1,14,Tentative,1,13,652054.214993,4352478.152319,39.292680448477,118.762592660722,0.000000000000,0.000000000000,0.000000000000,0.000000000000,40206.351562500000,14659.848273038497,-44.338335214131,1,1,0,1,1,1.000000000000,0
1,15,Tentative,1,14,652130.044582,4352486.234468,39.292739865061,118.763471277982,0.000000000000,0.000000000000,0.000000000000,0.000000000000,40206.351562500000,14592.754209244500,-44.480864186636,1,1,0,1,1,1.000000000000,0
1,16,Tentative,1,15,652083.028066,4352506.575099,39.292931147164,118.762926510200,0.000000000000,0.000000000000,0.000000000000,0.000000000000,40206.351562500000,14620.011840541258,-44.309771363022,1,1,0,1,1,1.000000000000,0
1,17,Tentative,1,16,652105.209215,4352593.143769,39.293706219118,118.763183517267,0.000000000000,0.000000000000,0.000000000000,0.000000000000,40206.351562500000,14552.914476638867,-44.078159648266,1,1,0,1,1,1.000000000000,0
1,18,Tentative,1,17,650232.383234,4351756.036665,39.286489226728,118.741483406927,0.000000000000,0.000000000000,0.000000000000,0.000000000000,40206.351562500000,16576.950296516530,-42.836868389265,1,1,0,1,1,1.000000000000,0
1,19,Tentative,1,18,650790.266612,4352244.158791,39.290795774013,118.747947541895,0.000000000000,0.000000000000,0.000000000000,0.000000000000,40206.480468750000,15839.448750214922,-42.474070938669,1,1,0,1,1,1.000000000000,0
1,20,Tentative,1,19,650688.582088,4352350.221593,39.291767839241,118.746769336526,0.000000000000,0.000000000000,0.000000000000,0.000000000000,40206.480468750000,15868.763073623606,-41.951817599257,1,1,0,1,1,1.000000000000,0
1,21,Tentative,1,20,651407.881039,4352374.566601,39.291861526081,118.755103737697,0.000000000000,0.000000000000,0.000000000000,0.000000000000,40206.480468750000,15250.187130919199,-43.308402451448,1,1,0,1,1,1.000000000000,0
1,22,Tentative,1,21,650473.981498,4351965.790157,39.288334719628,118.744282783972,0.000000000000,0.000000000000,0.000000000000,0.000000000000,40206.480468750000,16255.357022508158,-42.697110766015,1,1,0,1,1,1.000000000000,0
1,23,Tentative,1,22,650637.349292,4351201.384941,39.281438217645,118.745630268927,0.000000000000,0.000000000000,0.000000000000,0.000000000000,40206.609375000000,16505.803416466937,-45.339770720049,1,1,0,1,1,1.000000000000,0
1,24,Tentative,1,23,651932.902129,4351178.293213,39.281004437616,118.760636917106,0.000000000000,0.000000000000,0.000000000000,0.000000000000,40206.609375000000,15482.024983743398,-48.191033189070,1,1,0,1,1,1.000000000000,0
