result_id,det_index,matched,matched_track_id,e,n,lat,lon,utc,range,direction
2,0,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,0.050000000745,21860.810149382552,-27.318186821376
2,1,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,0.150000005960,13022.325665606460,-31.101382498869
2,2,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,0.250000000000,22895.200675618034,-26.960938899480
2,3,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,0.250000000000,20469.262908568242,-27.450531981829
2,4,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,0.349999994040,21829.727937852658,-29.479806797449
2,5,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,0.349999994040,14890.106998975198,-35.713607754798
2,6,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,0.349999994040,15360.241130946524,-31.262636434984
2,7,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,0.349999994040,19697.678970041485,-28.665071097398
2,8,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,0.349999994040,23003.631752954752,-33.083810754519
2,9,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,0.449999988079,18096.510047835967,-34.764197799788
2,10,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,0.550000011921,18514.395943265066,-35.121372297150
2,11,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,0.550000011921,22031.707670782806,-36.242616151299
2,12,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,0.550000011921,16558.217257318498,-37.489245203137
2,13,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,0.550000011921,20208.861093416283,-38.897411643940
2,14,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,0.649999976158,17011.728250707969,-38.471241990677
2,15,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,0.649999976158,17659.209125665744,-37.526654149221
2,16,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,0.649999976158,13466.395994254437,-36.083059517193
2,17,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,0.649999976158,13400.765070340332,-36.019053814481
2,18,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,0.649999976158,21319.010007372297,-37.513454808650
2,19,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,0.649999976158,18816.082690038333,-36.103611556406
2,20,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,0.649999976158,16113.927015145333,-36.430965447852
2,21,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,0.750000000000,19864.714805125448,-37.887814061964
2,22,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,0.750000000000,16388.118573475032,-43.023696261180
2,23,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,0.850000023842,16255.084768183335,-39.001052934406
2,24,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,0.850000023842,22391.333343943017,-47.131830561316
2,25,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,0.850000023842,22592.968205459252,-45.191223553954
2,26,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,0.949999988079,15676.169801110003,-42.594579381290
2,27,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,0.949999988079,21946.270407588418,-44.529319256155
2,28,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,0.949999988079,14984.293377781309,-42.218987278831
2,29,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,0.949999988079,14155.194006643755,-45.568594920692
2,30,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,1.049999952316,17035.559576643162,-46.010579876978
2,31,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,1.049999952316,21972.162903347173,-47.222129077238
2,32,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,1.049999952316,13200.805966761198,-42.811762321423
2,33,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,1.049999952316,21440.935262839379,-46.074001598516
2,34,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,1.049999952316,12697.211283876113,-45.900361114341
2,35,0,-1,-8521073.823715,20003947.746122,180.000146556258,180.000146556258,1.049999952316,14071.082138883776,-43.441365744021
