result_id,track_id,state,matched_this_frame,matched_det_index,e,n,lat,lon,ve,vn,speed,heading,utc,range,direction,age,hit_count,miss_count,consecutive_hits,recent_hits,linearity,is_output
2,1,Tentative,1,0,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.050000000745,21860.810149382552,-27.318186821376,1,1,0,1,1,1.000000000000,0
2,2,Tentative,1,1,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.150000005960,13022.325665606460,-31.101382498869,1,1,0,1,1,1.000000000000,0
2,3,Tentative,1,2,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.250000000000,22895.200675618034,-26.960938899480,1,1,0,1,1,1.000000000000,0
2,4,Tentative,1,3,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.250000000000,20469.262908568242,-27.450531981829,1,1,0,1,1,1.000000000000,0
2,5,Tentative,1,4,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.349999994040,21829.727937852658,-29.479806797449,1,1,0,1,1,1.000000000000,0
2,6,Tentative,1,5,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.349999994040,14890.106998975198,-35.713607754798,1,1,0,1,1,1.000000000000,0
2,7,Tentative,1,6,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.349999994040,15360.241130946524,-31.262636434984,1,1,0,1,1,1.000000000000,0
2,8,Tentative,1,7,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.349999994040,19697.678970041485,-28.665071097398,1,1,0,1,1,1.000000000000,0
2,9,Tentative,1,8,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.349999994040,23003.631752954752,-33.083810754519,1,1,0,1,1,1.000000000000,0
2,10,Tentative,1,9,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.449999988079,18096.510047835967,-34.764197799788,1,1,0,1,1,1.000000000000,0
2,11,Tentative,1,10,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.550000011921,18514.395943265066,-35.121372297150,1,1,0,1,1,1.000000000000,0
2,12,Tentative,1,11,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.550000011921,22031.707670782806,-36.242616151299,1,1,0,1,1,1.000000000000,0
2,13,Tentative,1,12,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.550000011921,16558.217257318498,-37.489245203137,1,1,0,1,1,1.000000000000,0
2,14,Tentative,1,13,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.550000011921,20208.861093416283,-38.897411643940,1,1,0,1,1,1.000000000000,0
2,15,Tentative,1,14,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.649999976158,17011.728250707969,-38.471241990677,1,1,0,1,1,1.000000000000,0
2,16,Tentative,1,15,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.649999976158,17659.209125665744,-37.526654149221,1,1,0,1,1,1.000000000000,0
2,17,Tentative,1,16,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.649999976158,13466.395994254437,-36.083059517193,1,1,0,1,1,1.000000000000,0
2,18,Tentative,1,17,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.649999976158,13400.765070340332,-36.019053814481,1,1,0,1,1,1.000000000000,0
2,19,Tentative,1,18,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.649999976158,21319.010007372297,-37.513454808650,1,1,0,1,1,1.000000000000,0
2,20,Tentative,1,19,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.649999976158,18816.082690038333,-36.103611556406,1,1,0,1,1,1.000000000000,0
2,21,Tentative,1,20,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.649999976158,16113.927015145333,-36.430965447852,1,1,0,1,1,1.000000000000,0
2,22,Tentative,1,21,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.750000000000,19864.714805125448,-37.887814061964,1,1,0,1,1,1.000000000000,0
2,23,Tentative,1,22,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.750000000000,16388.118573475032,-43.023696261180,1,1,0,1,1,1.000000000000,0
2,24,Tentative,1,23,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.850000023842,16255.084768183335,-39.001052934406,1,1,0,1,1,1.000000000000,0
2,25,Tentative,1,24,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.850000023842,22391.333343943017,-47.131830561316,1,1,0,1,1,1.000000000000,0
2,26,Tentative,1,25,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.850000023842,22592.968205459252,-45.191223553954,1,1,0,1,1,1.000000000000,0
2,27,Tentative,1,26,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.949999988079,15676.169801110003,-42.594579381290,1,1,0,1,1,1.000000000000,0
2,28,Tentative,1,27,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.949999988079,21946.270407588418,-44.529319256155,1,1,0,1,1,1.000000000000,0
2,29,Tentative,1,28,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.949999988079,14984.293377781309,-42.218987278831,1,1,0,1,1,1.000000000000,0
2,30,Tentative,1,29,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.949999988079,14155.194006643755,-45.568594920692,1,1,0,1,1,1.000000000000,0
2,31,Tentative,1,30,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.049999952316,17035.559576643162,-46.010579876978,1,1,0,1,1,1.000000000000,0
2,32,Tentative,1,31,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.049999952316,21972.162903347173,-47.222129077238,1,1,0,1,1,1.000000000000,0
2,33,Tentative,1,32,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.049999952316,13200.805966761198,-42.811762321423,1,1,0,1,1,1.000000000000,0
2,34,Tentative,1,33,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.049999952316,21440.935262839379,-46.074001598516,1,1,0,1,1,1.000000000000,0
2,35,Tentative,1,34,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.049999952316,12697.211283876113,-45.900361114341,1,1,0,1,1,1.000000000000,0
2,36,Tentative,1,35,-8521073.823715,20003947.746122,180.000146556256,176.606730204190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.049999952316,14071.082138883776,-43.441365744021,1,1,0,1,1,1.000000000000,0
