result_id,frame_utc,num_detections,num_tracks,num_tentative,num_confirmed,num_coasted,num_deleted,num_outputs,num_new_tracks,num_matched_tracks,num_unmatched_detections
2,0.050000000745,399,399,399,0,0,0,0,399,0,399
